"s8022","TV Show","Sin senos no hay paraíso",,"Carmen Villalobos, Catherine Siachoque, María Fernanda Yépez, Ramiro Meneses, Juan Diego Sánchez, Aylín Mujica, Fabián Ríos, Roberto Mateos","Colombia, Mexico, United States","May 15, 2017",2008,"TV-14","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","Inspired by a true story, this TV drama shadows a young Colombian woman who goes to shocking lengths to escape a life of poverty."
"s8024","Movie","Singh Saab the Great","Anil Sharma","Sunny Deol, Urvashi Rautela, Prakash Raj, Amrita Rao, Anjali Abrol, Johnny Lever, Sanjay Mishra, Yashpal Sharma, Manoj Pahwa, Raj Premi","India","July 15, 2017",2013,"TV-14","143 min","Action & Adventure, Dramas, International Movies","As the result of a TV journalist's curiosity, the amazing saga of an honorable government tax collector's past comes to light."
"s8025","Movie","Single","Raditya Dika","Raditya Dika, Annisa Rawles, Chandra Liow, Pandji Pragiwaksono, Babe Cabita, Elvira Devinamira, Tinna Harahap, Pevita Pearce, Rinna Hassim, Dede Yusuf, Dewi Hughes","Indonesia","September 28, 2018",2015,"TV-PG","127 min","Comedies, International Movies, Romantic Movies","Unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother."
"s8026","Movie","Singularity","Robert Kouba","Julian Schaffner, John Cusack, Jeannine Wacker, Carmen Argenziano, Eileen Grubba, Pavlo Bubryak","Switzerland, United States","June 1, 2018",2017,"PG-13","92 min","Action & Adventure, Dramas, Sci-Fi & Fantasy","Nearly a century after artificial intelligence tried to eradicate people from Earth, two survivors search for a human enclave rumored to still exist."
"s8029","Movie","Sister Code","Corey Grant","Drew Sidora, Eva Marcille, Amber Rose, Marcus T. Paulk, Erica Ash, Essence Atkins, Amin Joseph, Rolonda Watts, Brooklyn McLinn, Don Hale Jr., Duane Martin, Anne-Marie Johnson","United States","February 14, 2016",2015,"R","95 min","Comedies, Dramas, Romantic Movies","After the death of their beloved mother, three foster sisters find their bond tested by old grudges, career tensions and a startling revelation."
"s8030","Movie","Skin Trade","Ekachai Uekrongtham","Dolph Lundgren, Tony Jaa, Ron Perlman, Celina Jade, Peter Weller, Michael Jai White, Sahajak Boonthanakit, Mike Dopud","Thailand, Canada, United States","December 17, 2018",2014,"R","96 min","Action & Adventure","A New Jersey detective whose family was killed by an international gangster teams up with a Bangkok cop on a quest to bring down a criminal empire."
"s8031","TV Show","Skin Wars",,"Rebecca Romijn, RuPaul, Robin Slonina, Craig Tracy","United States","October 1, 2016",2016,"TV-14","3 Seasons","Reality TV","Artists test their creativity and body painting skills as they face off in a series of elaborate challenges, vying for a grand prize of $100,000."
"s8032","TV Show","Skin Wars: Fresh Paint",,"RuPaul","United States","December 15, 2018",2016,"TV-14","1 Season","Reality TV","In each episode of this ""Skin Wars"" spinoff hosted by RuPaul, talented artists from various fields compete in body art for the first time."
"s8034","Movie","Sky on Fire","Ringo Lam","Daniel Wu, Joseph Chang, Amber Kuo, Zhang Jingchu, Ruoyun Zhang","China, Hong Kong","August 5, 2017",2016,"TV-MA","100 min","Action & Adventure, International Movies","The security chief at a top-level medical facility must fight to ensure that revolutionary cancer research doesn't fall into the wrong hands."
"s8035","Movie","Skydancers","Fredric Lean",,"United States, France","June 27, 2018",2014,"TV-G","49 min","Documentaries, Sports Movies","Only a few women pilots take part in the sport of aerobatics. Director Fredric Lean captures their powerful spirit at the World Aerobatic Championships."
"s4614","Movie","We Are Family","Sidharth Malhotra","Kajol, Kareena Kapoor, Arjun Rampal, Nominath Ginsberg, Iravati Harshe, Aachal Munjal, Diya Sonecha","India, Australia","October 1, 2018",2010,"TV-14","119 min","Dramas, International Movies","A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture."
"s4615","Movie","What the Jatt!!","Saket Behl","Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi","India","October 1, 2018",2015,"TV-PG","140 min","Comedies, International Movies, Romantic Movies","A peasant from Punjab and his best friend pose as detectives, filmmakers and more while trying to retrieve stolen money in this romantic comedy."
"s4616","Movie","Zindagi Kitni Haseen Hay","Anjum Shahzad","Feroze Khan, Sajal Ali, Jibrayl Ahmed Rajput, Alyy Khan, Shafqat Cheema, Nayyar Ejaz, Rashid Farooqi","Pakistan","October 1, 2018",2016,"TV-14","126 min","Dramas, International Movies, Romantic Movies","Two young parents struggle to keep their marriage afloat and their son protected amidst financial woes, career goals and clashes of ego."
"s4617","Movie","Big Miracle","Ken Kwapis","Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston","United States, United Kingdom","September 30, 2018",2012,"PG","107 min","Children & Family Movies, Dramas","After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events."
"s4618","Movie","Paradise Lost","Monique Gardenberg","Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli","Brazil","September 29, 2018",2018,"TV-MA","111 min","Dramas, Independent Movies, International Movies","A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there."
"s4619","Movie","Animal World","Han Yan","Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke","China","September 28, 2018",2018,"TV-MA","130 min","Action & Adventure, International Movies, Sci-Fi & Fantasy","An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host."
"s4620","Movie","Hold the Dark","Jeremy Saulnier","Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie","United States","September 28, 2018",2018,"TV-MA","126 min","Action & Adventure, Dramas","In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery."
"s4621","Movie","Lessons from a School Shooting: Notes from Dunblane","Kim A. Snyder",,"United States","September 28, 2018",2018,"TV-14","24 min","Documentaries","Two priests – one from Dunblane, Scotland, the other from Newtown, Connecticut – bond over school tragedies that occurred 16 years apart."
"s4622","TV Show","Made in Mexico",,,"United States","September 28, 2018",2018,"TV-MA","1 Season","International TV Shows, Reality TV, Spanish-Language TV Shows","These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles."
"s4623","TV Show","Reboot: The Guardian Code",,"Ty Wood, Sydney Scotia, Ajay Friese, Gabriel Darku, Hannah Vandenbygaart, Timothy E. Brummund, Bob Frazer, Octavian Kaul, Nicholas Lea, Kirsten Robek, Alex Zahara","Canada","September 28, 2018",2018,"TV-Y7","2 Seasons","Kids' TV","Four tech-savvy teens hone their skills as cyber-superheroes in a series of secret missions to save the world."
"s4624","TV Show","Skylanders Academy",,"Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin","South Korea, United States","September 28, 2018",2018,"TV-Y7","3 Seasons","Kids' TV, TV Comedies","Travel the vast Skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil."
"s4625","Movie","The 3rd Eye","Rocky Soraya","Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello, Epy Kusnandar, Anita Hara, Derry Drajat, Voke Victoria, Shofia Shireen, Afdhal Yusman","Indonesia","September 28, 2018",2018,"TV-MA","108 min","Horror Movies, International Movies","When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home."
"s4626","Movie","Two Catalonias","Álvaro Longoria, Gerardo Olivares",,"Spain","September 28, 2018",2018,"TV-MA","117 min","Documentaries, International Movies","Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain."
"s4627","Movie","In Darkness","Anthony Byrne","Natalie Dormer, Ed Skrein, Emily Ratajkowski, Neil Maskell, Jan Bijvoet, James Cosmo, Joely Richardson","United Kingdom, United States","September 22, 2018",2018,"TV-MA","101 min","Independent Movies, International Movies, Thrillers","A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes."
"s4628","TV Show","Battlefish",,,,"September 21, 2018",2018,"TV-MA","1 Season","Reality TV, Science & Nature TV, TV Action & Adventure","Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast."
"s4629","TV Show","DRAGON PILOT: Hisone & Masotan",,"Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai, Kaori Nazuka, Romi Park, Yuki Kaji, Yukitoshi Tokumoto, Rie Kugimiya, Junichi Suwabe, Jouji Nakata","Japan","September 21, 2018",2018,"TV-14","1 Season","Anime Series, International TV Shows","Recently stationed Air Self-Defense Force rookie Hisone Amakasu is chosen by a dragon concealed within Gifu Air Base to be his pilot."
"s4630","TV Show","Maniac",,"Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke","United States","September 21, 2018",2018,"TV-MA","1 Season","TV Comedies, TV Dramas, TV Mysteries","Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer."
"s4631","Movie","Quincy","Rashida Jones, Alan Hicks","Quincy Jones","United States","September 21, 2018",2018,"TV-MA","124 min","Documentaries, Music & Musicals","This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career."
"s4632","Movie","Rafinha Bastos: Ultimatum",,"Rafinha Bastos","Brazil","September 21, 2018",2018,"TV-MA","63 min","Stand-Up Comedy","An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again."
"s4633","TV Show","The Good Cop",,"Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.","United States","September 21, 2018",2018,"TV-14","1 Season","Crime TV Shows, TV Comedies, TV Dramas","When he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad."
"s4634","TV Show","Mobile Suit Gundam UC",,"Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara","Japan","September 20, 2018",2014,"TV-PG","1 Season","Anime Series, International TV Shows","When Banagher Links meets the mysterious Audrey Burne, he inherits the Unicorn Gundam and is swept up into the battle for space colony independence."
"s4635","TV Show","Transformers: Rescue Bots",,"Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden, Shannon McKain, Steve Blum, Parvesh Cheena, D.C. Douglas, Imari Williams, LeVar Burton, Diamond White","Canada, United States","September 19, 2018",2016,"TV-Y7","1 Season","Kids' TV","Follow the adventure of four young transformers, Heatwave, Chase, Blades and Boulder, and their human counterparts: a family of emergency responders."
"s4636","TV Show","Al Hayba",,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef","Lebanon","September 15, 2018",2017,"TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas","In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love."
"s4637","TV Show","American Vandal",,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Camille Hyde, Lou Wilson, Eduardo Franco, Jessica Juarez, Camille Ramsey, Calum Worthy, G. Hannelius, Karly Rothenberg","United States","September 14, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, TV Comedies, Teen TV Shows","A high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. A satirical true crime mystery."
"s4638","TV Show","Boca Juniors Confidential",,,,"September 14, 2018",2018,"TV-PG","1 Season","Docuseries, International TV Shows, Spanish-Language TV Shows","Players, fans and staff of soccer powerhouse Boca Juniors provide an exclusive, behind-the-scenes look at Argentina's legendary club."
"s4639","TV Show","Ingobernable",,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego","Mexico","September 14, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth."
"s4640","TV Show","Norm Macdonald Has a Show",,,"United States","September 14, 2018",2018,"TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","Comedian Norm Macdonald hosts his celebrity friends for casual conversations that range from silly to serious and take many unexpected turns."
"s4641","TV Show","Super Monsters Monster Party",,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",,"September 14, 2018",2018,"TV-Y","1 Season","Kids' TV","Sing along and move to this groovy collection of music videos featuring monster friends Katya, Lobo, Zoe, Drac, Cleo and Frankie!"
"s4642","Movie","The Angel","Ariel Vromen","Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi","Israel, United States","September 14, 2018",2018,"TV-MA","114 min","Dramas, International Movies, Thrillers","As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage."
"s4643","Movie","The Land of Steady Habits","Nicole Holofcener","Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais","United States","September 14, 2018",2018,"TV-MA","98 min","Comedies, Dramas, Independent Movies","After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life."
"s4644","TV Show","The Rise of Phoenixes",,"Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong","China","September 14, 2018",2018,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Action & Adventure","When a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves."
"s4645","Movie","Reversing Roe",,"Ricki Stern, Annie Sundberg","United States","September 13, 2018",2018,"TV-14","100 min","Documentaries","Through interviews with abortion rights supporters and opponents, this film lifts the lid on a decades-long political campaign to overturn Roe v. Wade."
"s4646","TV Show","Life",,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin","South Korea","September 12, 2018",2018,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO."
"s4647","Movie","On My Skin","Alessio Cremonini","Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora","Italy","September 12, 2018",2018,"TV-MA","100 min","Dramas, International Movies","Arrested in Rome for a drug-related offense, Stefano Cucchi endures a harrowing week in custody that changes his family forever. Based on true events."
"s4648","TV Show","Daniel Sloss: Live Shows",,"Daniel Sloss","United States","September 11, 2018",2018,"TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent."
"s4649","TV Show","If I were an Animal",,"Zachary Young, Fleur Delahunty",,"September 11, 2018",2018,"TV-G","1 Season","Docuseries, Kids' TV, Science & Nature TV","Curious kids Emma and her big brother Tim observe different animals as they make their way through various life milestones, from birth to adulthood."
"s4650","Movie","The Resistance Banker","Joram Lürsen","Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert","Netherlands","September 11, 2018",2018,"TV-MA","123 min","Dramas, International Movies","Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance."
"s4651","TV Show","Show Me the Money",,"Afdlin Shauki, Patrick Teoh, Mano Maniam, Rashid Salleh, Soefira Jaafar, Nell Ng, Juliana Ibrahim, Wandy She",,"September 9, 2018",2004,"TV-14","2 Seasons","International TV Shows, TV Comedies","Four ordinary family members find their lives turned upside down when they become overnight millionaires thanks to an unlikely benefactor."
"s4652","TV Show","Transformers Prime",,"Peter Cullen, Sumalee Montano, Frank Welker, Jeffrey Combs, Kevin Michael Richardson, Tania Gunadi, Josh Keaton, Steve Blum, Andy Pessoa, Ernie Hudson, Daran Norris, Will Friedle","United States","September 8, 2018",2013,"TV-Y7","1 Season","Kids' TV","With the help of three human allies, the Autobots once again protect Earth from the onslaught of the Decepticons and their leader, Megatron."
"s4653","TV Show","Transformers: Robots in Disguise",,"Will Friedle, Darren Criss, Constance Zimmer, Khary Payton, Mitchell Whitfield, Stuart Allan, Ted McGinley, Peter Cullen","United States","September 8, 2018",2016,"TV-Y7","1 Season","Kids' TV","When a prison ship crash unleashes hundreds of Decepticons on Earth, Bumblebee leads a new Autobot force to protect humankind."
"s4654","Movie","City of Joy","Madeleine Gavin",,"United States,","September 7, 2018",2018,"TV-MA","77 min","Documentaries","Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment."
"s4655","TV Show","First and Last",,,,"September 7, 2018",2018,"TV-MA","1 Season","Docuseries","Take an intimate look at the emotionally charged first and last days of new and soon-to-be released inmates at Georgia's Gwinnett County Jail."
"s4656","TV Show","Marvel's Iron Fist",,"Finn Jones, Jessica Henwick, David Wenham, Jessica Stroup, Tom Pelphrey","United States","September 7, 2018",2018,"TV-MA","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Dramas","Danny Rand resurfaces 15 years after being presumed dead. Now, with the power of the Iron Fist, he seeks to reclaim his past and fulfill his destiny."
"s4657","Movie","Next Gen","Kevin R. Adams, Joe Ksander","John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña, David Cross, Constance Wu","China, Canada, United States","September 7, 2018",2018,"TV-PG","106 min","Children & Family Movies, Comedies, Sci-Fi & Fantasy","When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."
"s4658","Movie","Sierra Burgess Is A Loser","Ian Samuels","Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo, Loretta Devine, Giorgia Whigham, Alice Lee, Lea Thompson, Alan Ruck, Mary Pat Gleason, Chrissy Metz","United States","September 7, 2018",2018,"PG-13","106 min","Comedies, Romantic Movies","A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader."
"s4659","TV Show","Stretch Armstrong & the Flex Fighters",,"Scott Menville, Steven Yeun, Ogie Banks, Wil Wheaton, Keith David, Miguel Ferrer, David Kaye, Kate Mulgrew, Nazneen Contractor, Felicia Day","United States","September 7, 2018",2018,"TV-Y7","2 Seasons","Kids' TV","Jake Armstrong and his best friends are unexpectedly transformed into superheroes who learn to reach far beyond the limits of any ordinary teenager."
"s4660","Movie","The Most Assassinated Woman in the World","Franck Ribière","Anna Mouglalis, Niels Schneider, André Wilms, Michel Fau, Sissi Duparc, Jean-Michel Balthazar, Julie Recoing, Eric Godon, Maya Coline, Constance Dollé","Belgium, United Kingdom, United States","September 7, 2018",2018,"TV-MA","102 min","Dramas, International Movies, Thrillers","In 1930s Paris, an actress famous for her gory death scenes at the Grand Guignol Theater contends with a mysterious stalker and ghosts from her past."
"s4661","Movie","PK","Rajkumar Hirani","Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar","India","September 6, 2018",2014,"TV-14","146 min","Comedies, Dramas, International Movies","Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India."
"s4662","Movie","The Debt Collector","Jesse V. Johnson","Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd","United Kingdom, United States","September 3, 2018",2018,"TV-MA","96 min","Action & Adventure","A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection."
"s4663","TV Show","Monkey Twins",,"Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng, Zozeen Panyanut Jirarottanakasem, Akarat Nimitchai, Warawut Poyim, Vithaya Pansringarm, Phutharit Prombandal, Kazu Patrick Tang","Thailand","September 2, 2018",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Action & Adventure","Inspired by Khon dance drama and Thai martial arts, a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring."
"s4664","TV Show","Quantico",,"Priyanka Chopra, Josh Hopkins, Jake McLaughlin, Aunjanue Ellis, Yasmine Al Massri, Johanna Braddy, Tate Ellington, Graham Rogers, Anabelle Acosta, Russell Tovey, Blair Underwood, Pearl Thusi","United States","September 2, 2018",2018,"TV-14","3 Seasons","Crime TV Shows, TV Dramas, TV Mysteries","When evidence in a deadly terrorist attack implicates FBI trainee Alex Parrish, she must discover which one of her classmates framed her."
"s4665","TV Show","Age of Rebellion","Peter Ho","Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu","Taiwan","September 1, 2018",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","At their high school, a group of unruly teens wreak havoc, face bullies and navigate turbulent lives beyond school grounds."
"s4666","Movie","Carbon","Olivier Marchal","Benoît Magimel, Gringe, Idir Chender, Laura Smet, Michaël Youn, Dani, Patrick Catalifo, Gérard Depardieu","France, Belgium","September 1, 2018",2017,"TV-MA","104 min","Dramas, International Movies, Thrillers","On the verge of losing his business, an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals, intrigue and murder."
"s4667","Movie","Garbage","Qaushiq Mukherjee","Tanmay Dhanania, Trimala Adhikari, Satarupa Das, Satchit Puranik, Gitanjali Dang, Shruti Viswan, Nikhil Chopra, Krish Moitra","India","September 1, 2018",2018,"TV-MA","109 min","Dramas, Independent Movies, International Movies","The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller."
"s4668","Movie","??Kuch Bheege Alfaaz","Onir","Geetanjali Thapa, Zain Khan Durrani, Shray Rai Tiwari, Mona Ambegaonkar, Chandreyee Ghosh, Barun Chanda, Saheb Bhattacharjee, Shefali Chauhan","India","September 1, 2018",2018,"TV-14","110 min","Dramas, Independent Movies, International Movies","After accidentally connecting over the Internet, two strangers form a tight friendship – not knowing they already share a bond."
"s4669","Movie","Love and Shukla","Jatla Siddartha","Saharsh Kumar Shukla, Taneea Rajawat, Hima Singh, Aparna Upadhyay, Loknath Tiwari, Sambhaji Sasane","India","September 1, 2018",2017,"TV-MA","110 min","Dramas, Independent Movies, International Movies","A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny, overcrowded quarters."
"s4670","Movie","Once Again","Kanwal Sethi","Shefali Shah, Neeraj Kabi, Rasika Dugal, Bidita Bag, Priyanshu Painyuli, Bhagwan Tiwari","India, Germany, Austria","September 1, 2018",2018,"TV-PG","101 min","Dramas, Independent Movies, International Movies","After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person."
"s4671","TV Show","Sisters",,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski","Australia","September 1, 2018",2018,"TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie."
"s4672","Movie","Sparring","Samuel Jouy","Mathieu Kassovitz, Olivia Merilahti, Souleymane M'Baye, Billie Blain, Malik Bine, Zakariya Gouram, Jolente De Keersmaeker, Lyes Salem, Ali Labidi, David Saracino","France","September 1, 2018",2017,"TV-MA","94 min","Dramas, International Movies, Sports Movies","A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory."
"s4673","TV Show","Cathedral of the Sea",,"Daniel Grao, Ginés García Millán, Óscar Hernández, Alain Hernández, Nora Navas, Lucía Díez, Jorge Kent, Ali El Aziz, Julia Carnero, David Venancio Muro, Jonás Beramí, Hugo Arbues, Natalia de Molina","Spain","August 31, 2018",2017,"TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","In 14th-century Barcelona, a serf's determined climb to wealth and freedom incurs the disdain of the noble class and the suspicion of the Inquisition."
"s4674","TV Show","Inside the Criminal Mind",,,"United States, Czech Republic","August 31, 2018",2018,"TV-MA","1 Season","Crime TV Shows, Docuseries, International TV Shows","Explore the psychological machinations and immoral behavior that define the most nefarious types of criminals."
"s4675","TV Show","The Comedy Lineup",,"Michelle Buteau, Ian Karmel, Taylor Tomlinson, Sam Jay, Phil Wang, Sabrina Jalees, Jak Knight, Tim Dillon","United States","August 31, 2018",2018,"TV-MA","2 Seasons","Stand-Up Comedy & Talk Shows, TV Comedies","A diverse group of up-and-coming comedians perform 15-minute sets in this stand-up comedy showcase series."
"s4676","Movie","The Laws of Thermodynamics","Mateo Gil","Vito Sanz, Berta Vázquez, Chino Darín, Vicky Luengo, Andrea Ros, Irene Escolar, Josep Maria Pou, Daniel Sánchez Arévalo","Spain","August 31, 2018",2018,"TV-MA","101 min","Comedies, International Movies, Romantic Movies","A physicist uses the laws of thermodynamics to describe romance and relationships, but his theories prove faulty when it comes to his own love life."
"s4677","TV Show","Ultimate Beastmaster",,"Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Luis Ernesto Franco, Inés Sainz, Rafinha Bastos, Anderson Silva, Sylvester Stallone","United States, Brazil, South Korea, Mexico, Japan, Germany","August 31, 2018",2018,"TV-PG","3 Seasons","Reality TV","In this intense obstacle course series, elite athletes from the U.S. and other countries compete for cash prizes, individual glory and national pride."
"s4678","TV Show","Ultimate Beastmaster México",,"Luis Ernesto Franco, Inés Sainz, Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Rafinha Bastos, Anderson Silva, Sylvester Stallone",,"August 31, 2018",2018,"TV-PG","3 Seasons","Reality TV, Spanish-Language TV Shows","Competitors representing countries from around the world battle it out on a grueling obstacle course. Luis Ernesto Franco and Inés Sainz host."
